NodeIndex,GeneSymbol,AAA,PAD
2615,UBA5,0,0
2616,NUDT17,0,0
2617,AURKC,0,0
2618,EFHB,0,0
2619,APBB2,0,0
2620,CFL2,0,0
2621,ING4,0,0
2622,THAP7,0,0
2623,STMN1,0,0
2624,AAR2,0,0
2625,EYA4,0,0
2626,EIF2S2,0,0
2627,ADGRG2,0,0
2628,RNASEL,0,0
2629,NOC3L,0,0
2630,HDAC7,0,0
2631,HLA-DRB5,0,0
2632,CTF1,0,0
2633,IL12B,0,0
2634,PIGU,0,0
2635,CHRNA5,0,0
2636,KIF11,0,0
2637,DNAJC11,0,0
2638,MAPKAPK5,0,0
2639,ABCA2,0,0
2640,GCLM,0,0
2641,TCEA1,0,0
2642,MVD,0,0
2643,PSMD7,0,0
2644,EXOC2,0,0
2645,ELP4,0,0
2646,ZNF664,0,0
2647,TREML1,0,0
2648,LYPLAL1,0,0
2649,CLTC,0,0
2650,DNAJC18,0,0
2651,GZMB,0,0
2652,ARID5B,0,0
2653,MCRS1,0,0
2654,TBX20,0,0
2655,ITCH,0,0
2864,CACNG7,0,0
2865,PLIN3,0,0
2866,BCL11A,0,0
2867,CST7,0,0
2868,URB1,0,0
2869,GOLGA5,0,0
2870,PRPS2,0,0
2871,NAPG,0,0
2872,COL7A1,0,0
2873,MRPL48,0,0
2874,LTBP4,0,0
2875,SERPINB1,0,0
2876,G2E3,0,0
2877,RPL7L1,0,0
2878,MSN,0,0
2879,BMPR1B,0,0
2880,TCN1,0,0
2881,WDR25,0,0
2882,FAF2,0,0
2883,IL17RA,0,0
2884,TPK1,0,0
2885,TTF2,0,0
2886,RPP40,0,0
2887,TRAF7,0,0
2888,CTRC,0,0
2889,ENPP3,0,0
2890,GLRX,0,0
2891,CTSG,0,0
2892,TRMT10B,0,0
2893,RPS6KA2,0,0
2894,COX8A,0,0
2895,MRPL34,0,0
2896,HSF1,0,0
2897,EEF1D,0,0
2898,NEK6,0,0
2899,PFN2,0,0
2900,POLR3H,0,0
2901,SOAT1,0,0
2902,BCL2L2-PABPN1,0,0
2903,XRCC1,0,0
2904,DBF4,0,0
2905,COG4,0,0
2906,TECR,0,0
2907,EIF3CL,0,0
2908,ERCC5,0,0
2909,NCBP1,0,0
2910,ARPC5,1,0
2911,DTX4,0,0
2912,CCZ1,0,0
2913,SRFBP1,0,0
2914,PPP2CA,0,0
2915,ENOPH1,0,0
2916,RFX6,0,0
2917,FBXO25,0,0
2918,SPINT2,0,0
2919,DDX17,0,0
2920,VAMP2,0,0
2921,PARVA,0,0
2922,HGF,0,1
2923,P3H1,0,0
2924,WNT3A,0,0
2925,CD44,0,0
2926,CCR1,0,0
2927,MRPL37,0,0
2928,PILRB,0,0
2929,ZNF787,0,0
2930,TPP1,0,0
2931,ADH4,0,0
2932,MAGEH1,0,0
2933,FBXL5,0,0
2934,TIMM21,0,0
2935,PWP1,0,0
2936,SFSWAP,0,0
2937,HMMR,0,0
2938,RHOU,0,0
2939,WDR33,0,0
2940,GOLGB1,0,0
2941,VPS51,0,0
2942,ARPC1A,0,0
2943,CNOT6L,0,0
2944,STRIP1,0,0
2945,JARID2,0,0
2946,MOB1B,0,0
2947,CD59,0,0
2948,PLAAT3,0,0
2949,CX3CR1,0,0
2950,ITGA9,0,0
2951,PSEN1,0,0
2952,PABPC1,0,0
2953,MYL6,0,0
2954,XIRP2,0,0
2955,SLC46A1,0,0
2956,TCEANC2,0,0
2957,KCNA5,0,0
2958,CAT,1,0
2959,RIBC2,0,0
2960,POLR3E,0,0
2961,CTSS,0,0
2962,IRS2,0,0
2963,STAT1,0,0
2964,CYB5A,0,0
2965,TLE4,0,0
2966,PMF1-BGLAP,0,0
2967,PCYT1A,0,0
2968,MAPK8,0,0
2969,CSTF2,0,0
2970,TJP3,0,0
2971,PLA2G4F,0,0
2972,FGFR3,0,0
2973,SART1,0,0
2974,MICU2,0,0
2975,RAD9B,0,0
2976,AMY2B,0,0
2977,SRPRA,0,0
2978,ELOC,0,0
2979,C17orf75,0,0
2980,IL26,0,0
2981,PAX8,0,0
2982,QARS1,0,0
2983,AKT2,0,0
2984,TMEM59,0,0
2985,EPHB2,0,0
2986,PHF21A,0,0
2987,TAC3,0,0
2988,CYP11A1,0,0
2989,SCFD2,0,0
2990,ENTPD5,0,0
2991,NAA60,0,0
2992,ABAT,0,0
2993,NECTIN1,0,0
2994,IFNLR1,0,0
2995,CD276,0,0
2996,WRAP53,0,0
2997,TPRX1,0,0
2998,FHL2,0,0
2999,DECR2,0,0
3000,GSTA2,0,0
3001,CHAF1A,0,0
3002,JUNB,0,0
3003,ESD,0,0
3004,DDX52,0,0
3005,DIAPH1,0,0
3006,LGALS9C,0,0
3007,NCOA6,0,0
3008,TAF2,0,0
3009,PABPC4,0,0
3010,NDUFS3,0,0
3011,RDH10,0,0
3012,EPB42,0,0
3013,NUBPL,0,0
3014,GRB10,0,0
3015,PXDN,0,0
3016,NEUROG3,0,0
3017,EIF5AL1,0,0
3018,APIP,0,0
3019,GNB1,0,0
3020,STT3B,0,0
3021,CRX,0,0
3022,ANPEP,0,0
3023,GRIN2C,0,0
3024,RPS24,0,0
3025,ITGA11,0,0
3026,HERPUD1,0,0
3027,VPREB3,0,0
3028,TMEM38B,0,0
3029,SEC13,0,0
3030,ACR,0,0
3031,MRPL45,0,0
3032,ACIN1,0,0
3033,WDR61,0,0
3034,THOC6,0,0
3035,TUFM,0,0
3036,IFNL3,0,0
3037,UBE2G2,0,0
3038,UBE2C,0,0
3039,GFER,0,0
3040,NLRP14,0,0
3041,CYP4F3,0,0
3042,UVSSA,0,0
3043,LRR1,0,0
3044,PPP1R17,0,0
3045,RPL41,0,0
3046,LRRC47,0,0
3047,TMEM109,1,0
3048,PRDX6,1,0
3049,COA3,0,0
3050,SELP,0,1
3051,NPLOC4,0,0
3052,EXOC4,0,0
3053,TOM1,0,0
3054,NKAP,0,0
3055,HSPH1,0,0
3056,HOXB4,0,0
3057,EPHA6,0,0
3058,RAB27B,0,0
3059,BMPR1A,0,0
3060,HCLS1,0,0
3061,AHCYL1,0,0
3062,FGFR1OP2,0,0
3063,CDC7,0,0
3064,NDUFAF5,0,0
3065,FOXO4,0,0
3066,PPP4C,0,0
3067,HPDL,0,0
3068,SRRD,0,0
3069,CRNKL1,0,0
3070,MRE11,0,0
3071,EXO1,0,0
3072,ACKR4,0,0
3073,RPS27A,0,0
3074,TBX5,0,0
3075,MYOZ1,0,0
3076,GDF9,0,0
3077,APC2,0,0
3078,CLEC2B,0,0
3079,GRID2,0,0
3080,DAAM1,0,0
3081,SRRT,0,0
3082,ATP5F1D,0,0
3083,KLHL2,0,0
3084,RPA4,0,0
3085,KLHL7,0,0
3086,MCMDC2,0,0
3087,H4C15,0,0
3088,SLC30A9,0,0
3089,MRPL53,0,0
3090,ATP1B1,0,0
3091,BCO1,0,0
3092,ACY1,0,0
3093,AGRP,0,0
3094,ARMC4,0,0
3095,DVL1,0,0
3096,SNTG2,0,0
3097,CRTAM,0,0
3098,BIN1,0,0
3099,SURF6,0,0
3100,PAK2,0,0
3101,GRIA4,0,0
3102,GPATCH2,0,0
3103,MYC,0,0
3104,SAP30,0,0
3105,SSBP3,0,0
3106,DPPA3,0,0
3107,CTNNA2,0,0
3108,NOP53,0,0
3109,PEX7,0,0
3110,COX4I2,0,0
3111,OTUD5,0,0
3112,RAPSN,0,0
3113,CRYBB1,0,0
3114,BMP5,0,0
3115,PCGF3,0,0
3116,IL6R,0,0
3170,THBS1,1,0
3171,PIGR,0,0
3172,CLK1,0,0
3173,DDX18,0,0
3174,FGF3,0,0
3175,PIANP,0,0
3176,SMAD7,0,0
3177,NHLRC1,0,0
3178,SKAP1,0,0
3179,DOCK4,0,0
3180,CPLX4,0,0
3181,PSMC2,0,0
3182,MTA1,0,0
3183,GALNT1,0,0
3184,FBXL7,0,0
3185,ARHGEF11,0,0
3186,DRAP1,0,0
3187,DNAJC15,0,0
3188,NSUN2,0,0
3189,IRF4,0,0
3190,MAZ,0,0
3191,TP53I3,0,0
3192,CYP27B1,0,0
3193,DUSP1,0,0
3194,ABCD1,0,0
3195,AP4S1,0,0
3196,TRPC5,0,0
3197,CWC22,0,0
3198,PDE6G,0,0
3199,PRORP,0,0
3200,TNFRSF21,0,0
3201,TOMM7,0,0
3202,TAF1B,0,0
3203,CDC40,0,0
3204,BMP1,0,0
3205,SPTBN2,0,0
3206,EBNA1BP2,0,0
3207,NXF1,0,0
3208,DAAM2,0,0
3209,GSK3A,0,0
3210,CCR4,0,0
3211,POP1,0,0
3212,CFDP1,0,0
3213,PRMT5,0,0
3214,HSD17B8,0,0
3215,CALB1,0,0
3216,PIK3CG,0,0
3217,AMMECR1,0,0
3218,UTP11,0,0
3219,P2RY12,0,0
3220,FMN2,0,0
3221,OSBPL7,0,0
3222,CAMK1G,0,0
3223,TNFRSF18,0,0
3224,GTF2H2,0,0
3225,SELENOS,0,0
3226,UTRN,0,0
3227,KLHL18,0,0
3228,FMNL1,0,0
3229,SFTPC,0,0
3230,UBE2W,0,0
3231,GGCT,0,0
3232,LSM8,0,0
3233,TCERG1L,0,0
3234,BRCC3,0,0
3235,TCEAL1,0,0
3236,GNPTG,0,0
3237,VAMP4,0,0
3238,MKKS,0,0
3239,AQP7,0,0
3240,PLB1,0,0
3241,RAD51C,0,0
3242,ERC1,0,0
3243,IFNA16,0,0
3244,NOTCH3,0,0
3245,HSD17B2,0,0
3246,POLG,0,0
3247,REXO5,0,0
3248,HSPA1B,0,0
3249,TWF2,1,0
3250,DNMBP,0,0
3251,PAX9,0,0
3252,H3C7,0,0
3253,DPH2,0,0
3254,HDDC3,0,0
3255,SLC12A3,0,0
3256,OAZ3,0,0
3257,LUC7L,0,0
3258,MLST8,0,0
3259,SF1,0,0
3260,GTF3C1,0,0
3261,NAGLU,0,0
3262,TFG,0,0
3263,TMSB10,0,0
3264,ZFYVE1,0,0
3265,NEK9,0,0
3266,RAB5A,0,0
3267,IL15RA,0,0
3268,CCND1,0,0
3269,ST6GALNAC5,0,0
3270,VCX2,0,0
3271,PCLO,0,0
3272,TRAPPC1,0,0
3273,HIC1,0,0
3274,HNRNPDL,0,0
3275,C11orf1,0,0
3276,SLC26A9,0,0
3277,BCAR1,0,0
3278,NOS3,0,0
3279,SKAP2,0,0
3280,P2RY2,0,0
3281,LOXL2,0,0
3282,S100A6,1,0
3283,KDM5A,0,0
3284,ITFG2,0,0
3285,LMCD1,0,0
3286,VCAN,1,0
3287,PROK2,0,0
3288,CCNT1,0,0
3289,CDC25B,0,0
3290,NLRP2,0,0
3291,BDKRB2,0,0
3292,SLC24A4,0,0
3293,TRAPPC6A,0,0
3294,IKZF1,0,0
3295,MTSS1,0,0
3296,EIF2A,0,0
3297,RPL27,0,0
3298,PILRA,0,0
3299,CKM,0,0
3300,WASHC2C,0,0
3301,GADD45B,0,0
3302,TFIP11,0,0
3303,AHNAK,0,0
3304,SMUG1,0,0
3305,DBI,0,0
3306,HNRNPAB,0,0
3307,PAPOLG,0,0
3308,CDK1,0,0
3309,NTRK3,0,0
3310,NUFIP1,0,0
3311,GMPPB,0,0
3312,RPL4,0,0
3313,RXFP2,0,0
3314,NCKIPSD,0,0
3315,ACTR1A,0,0
3316,IGHD,0,0
3317,USP21,0,0
3318,CMC4,0,0
3319,DAPK2,0,0
3320,GYG1,0,0
3321,WDR18,0,0
3322,CCNF,0,0
3323,MAD2L1BP,0,0
3324,MDM2,0,0
3325,IL5RA,0,0
3326,CLCA1,0,0
3327,CLCA4,0,0
3328,SOCS1,0,0
3329,HPX,1,0
3330,CTSZ,0,0
3331,ADAT1,0,0
3332,EIF4A1,0,0
3333,PXN,0,0
3334,JMJD7-PLA2G4B,0,0
3335,TRAPPC9,0,0
3336,ECI2,0,0
3337,HNRNPM,0,0
3338,APLP1,0,0
3339,YIPF2,0,0
3340,CNTFR,0,0
3341,CUL5,0,0
3342,NID1,1,0
3343,RPGR,0,0
3344,NOP58,0,0
3345,INPP5A,0,0
3346,SQSTM1,0,0
3347,F11,0,0
3348,ADH7,0,0
3349,USP5,0,0
3350,COL16A1,0,0
3351,REPS2,0,0
3352,FBXO10,0,0
3353,MYLPF,0,0
3354,NSD1,0,0
3355,SRD5A1,0,0
3356,ICAM2,0,0
3357,WHRN,0,0
3358,KCTD2,0,0
3359,NAT10,0,0
3360,NMD3,0,0
3361,CACNG8,0,0
3362,CCL7,0,0
3363,RPS4Y2,0,0
3364,ZIC3,0,0
3365,PCSK1N,0,0
3366,CCNK,0,0
3367,PCBP2,0,0
3368,AKT1S1,0,0
3369,MYH11,1,1
3370,DTNBP1,0,0
3371,TAS1R1,0,0
3372,SLMAP,0,0
3373,NPAT,0,0
3374,PCK1,0,0
3375,GOT2,1,0
3376,NDUFAF4,0,0
3377,ACAP1,0,0
3378,F10,0,0
3379,ODF1,0,0
3380,FADD,0,0
3381,HEATR6,0,0
3382,SFTPD,0,0
3383,MOB4,0,0
3384,SRSF5,0,0
3385,ALG10,0,0
3386,MGP,1,1
3387,MCM6,0,0
3388,SECISBP2,0,0
3389,GNAI3,0,0
3390,CTNND1,0,0
3391,CCNL2,0,0
3392,PGA5,0,0
3393,H2AC15,0,0
3394,DIAPH3,0,0
3395,NMU,0,0
3396,SIX3,0,0
3397,CEBPZ,0,0
3398,MAGEC2,0,0
3399,RAB3GAP1,0,0
3400,DUSP6,0,0
3401,HTATIP2,0,0
3402,KLHDC10,0,0
3403,MPI,0,0
3404,FGB,1,1
3405,ACOT11,0,0
3406,GREM1,0,0
3407,NUP98,0,0
3408,IFNGR2,0,0
3409,NPC1,0,0
3410,MFGE8,1,0
3411,UGT2B11,0,0
3412,PIGY,0,0
3413,ATP6V1F,0,0
3414,TMA16,0,0
3415,EMD,0,0
3416,MEX3A,0,0
3417,KCNE5,0,0
3418,TGOLN2,0,0
3419,AASS,0,0
3420,STX4,0,0
3421,KDM6B,0,0
3422,IDI1,0,0
3423,GAGE10,0,0
3424,CMC2,0,0
3425,VPS25,0,0
3426,GAGE12H,0,0
3427,PTCH2,0,0
3428,KRI1,0,0
3429,GLG1,0,0
3430,IL13RA1,0,0
3431,MPL,0,1
3432,EMC10,0,0
3433,YKT6,0,0
3434,MBOAT7,0,0
3435,DNAJB9,0,0
3436,KLRK1,0,0
3437,ZDHHC9,0,0
3438,SNRPE,0,0
3439,ACSL3,0,0
3440,SUCLG2,0,0
3441,NDUFA2,0,0
3442,SNX6,0,0
3443,SERTAD3,0,0
3444,UNG,0,0
3445,MOK,0,0
3446,TBL1XR1,0,0
3447,CHAT,0,0
3448,CHMP1B,0,0
3449,ETFA,0,0
3450,PARVB,0,0
3451,IL32,0,0
3452,PTS,0,0
3453,TBC1D7,0,0
3454,RASA1,0,0
3455,HSPA2,0,0
3456,BPI,0,0
3457,CDKN2C,0,0
3458,GAGE12D,0,0
3459,TBC1D5,0,0
3460,LIMA1,0,0
3461,IGFALS,0,0
3462,ACKR1,0,0
3463,FAM168A,0,0
3464,ACD,0,0
3465,ROS1,0,0
3466,PYCR1,0,0
3467,PPP3R1,0,0
3468,DVL3,0,0
3469,F12,0,0
3470,UBASH3B,0,0
3471,FOXA1,0,0
3472,PLA2G4B,0,0
3473,HSD11B2,0,0
3474,WDR46,0,0
3475,TUBA3E,0,0
3476,NEU2,0,0
3477,H4C7,0,0
3478,TAS1R2,0,0
3479,RAET1G,0,0
3480,GDF2,0,1
3481,CXCL13,0,0
3482,PLCD3,0,0
3483,NOVA2,0,0
3484,DCTN5,0,0
3485,CX3CL1,0,0
3486,FLAD1,0,0
3487,FLACC1,0,0
3488,REXO2,0,0
3489,CHN1,0,0
3490,SYT2,0,0
3491,SELE,0,0
3492,ALKBH8,0,0
3493,RGL2,0,0
3494,WRN,0,0
3495,NLRC4,0,0
3496,ATP5MPL,0,0
3497,MAFF,0,0
3498,P4HA1,0,0
3499,PMM2,0,0
3500,CNOT8,0,0
3501,SOS2,0,0
3502,UBXN2B,0,0
3503,RPEL1,0,0
3504,SELENBP1,0,0
3505,DCAF1,0,0
3506,GDA,0,0
3507,GLI2,0,0
3508,KIAA2012,0,0
3509,HARS1,0,0
3510,PAK6,0,0
3511,EMC2,0,0
3512,PPBP,0,0
3513,GYPC,0,0
3514,UQCRB,0,0
3515,NCOA2,0,0
3516,NRL,0,0
3517,VPS53,0,0
3518,EXOC1L,0,0
3519,SELENON,0,0
3520,NFE2L3,0,0
3521,MAPRE3,0,0
3522,TST,0,0
3523,EEF2,0,0
3524,EPS8,0,0
3525,TNFRSF11A,0,0
3526,UTS2B,0,0
3527,PROK1,0,0
3528,CCRL2,0,0
3529,PRKCG,0,0
3530,CFD,0,0
3531,TBL1Y,0,0
3532,CLEC2A,0,0
3533,POLR2F,0,0
3534,GSTM5,0,0
3535,AP1M1,0,0
3536,HHIP,0,0
3537,RPS6,0,0
3538,DCLK3,0,0
3539,DRAXIN,0,0
3540,CRYBG1,0,0
3541,DSCAM,0,0
3542,PSMC3,0,0
3543,EXOC6,0,0
3544,BIK,0,0
3545,GJA3,0,0
3546,YIPF6,0,0
3547,AARS1,0,0
3548,IGF1,1,0
3549,POU4F2,0,0
3550,ITGB3,0,0
3551,ROM1,0,0
3552,IREB2,0,0
3553,HEXA,0,0
3554,EIF4E1B,0,0
3555,TOMM5,0,0
3556,CTDP1,0,0
3557,ARMC8,0,0
3558,PRAMEF2,0,0
3559,MITF,0,0
3560,SYT13,0,0
3561,GALNT17,0,0
3562,DNAJC6,0,0
3563,SLBP,0,0
3564,ACTN2,0,0
3565,DDX39B,0,0
3566,RGPD2,0,0
3567,CMPK1,0,0
3568,CD40,0,0
3569,RAB8A,0,0
3570,PNO1,0,0
3571,MBNL1,0,0
3572,CLCN7,0,0
3573,POLE4,0,0
3574,FBXO22,0,0
3575,B3GALNT2,0,0
3576,SCARB2,0,0
3577,CHMP4B,0,0
3578,CHTF8,0,0
3579,H3C4,0,0
3580,KCTD10,0,0
3581,NAGPA,0,0
3582,COLEC12,0,0
3583,MSI1,0,0
3584,IGLL1,0,0
3585,USP18,0,0
3586,ABCG5,0,0
3587,DNASE1,0,0
3588,EPHX2,0,0
3589,ERMAP,0,0
3590,RBM44,0,0
3591,RAB7B,0,0
3592,UNC5B,0,0
3593,PTEN,1,0
3594,TOB1,0,0
3595,IL10RB,0,0
3596,UBE3A,0,0
3597,GSTZ1,0,0
3598,PIK3R2,0,0
3599,PPL,0,0
3600,MRRF,0,0
3601,TP53BP1,0,0
3602,BAMBI,0,0
3603,MRPL28,0,0
3604,L1CAM,0,0
3605,WNT8B,0,0
3606,FERMT2,0,0
3607,KPNA4,0,0
3608,ERCC2,0,0
3609,CTCF,0,0
3610,FBXW8,0,0
3611,RBCK1,0,0
3612,OAS1,0,0
3613,POLE,0,0
3614,KCNN2,0,0
3615,TRNAU1AP,0,0
3616,CUL7,0,0
3617,A2M,1,0
3618,PTPN12,0,0
3619,DYRK1B,0,0
3620,NAA11,0,0
3621,PYGL,0,0
3622,HSPB6,1,0
3623,CSNK1D,0,0
3624,ACTR1B,0,0
3625,ERGIC2,0,0
3626,PI4KB,0,0
3627,SHARPIN,0,0
3628,FBXL12,0,0
3629,CTSW,0,0
3630,TXNRD1,0,0
3631,KCNN4,0,0
3632,SLC9A3R2,0,0
3633,RABEPK,0,0
3634,LRCH3,0,0
3635,ELL2,0,0
3636,BCKDHA,0,0
3637,NAA10,0,0
3638,CYP2B6,0,0
3639,GAD1,0,0
3640,SHISA9,0,0
3641,TKTL2,0,0
3642,TBC1D10A,0,0
3643,RCAN1,0,0
3644,GTF2H4,0,0
3645,RPS27L,0,0
3646,MYBL2,0,0
3647,RAC2,0,0
3648,EPS8L1,0,0
3649,UGDH,0,0
3650,RLN1,0,0
3651,LGALS3,1,0
3652,SF3B5,0,0
3653,PDP2,0,0
3654,CDS1,0,0
3655,RAB36,0,0
3656,BTK,0,0
3657,CPEB4,0,0
3658,RPLP0,0,0
3659,GNA13,0,0
3660,RPS29,0,0
3661,SMARCC1,0,0
3662,IER3,0,0
3663,GADD45GIP1,0,0
3664,MTDH,0,0
3665,DMWD,0,0
3666,LARS1,0,0
3667,MYO1E,0,0
3668,CHMP2B,0,0
3669,MMP23B,0,0
3670,RPL13A,0,0
3671,CENPX,0,0
3672,ELAVL1,0,0
3673,GTF2F2,0,0
3674,PAPSS1,0,0
3675,FLCN,0,0
3676,SLC17A8,0,0
3677,LSM6,0,0
3678,HDAC4,0,0
3679,RPUSD3,0,0
3680,RPL39,0,0
3681,MVB12A,0,0
3682,NOVA1,0,0
3683,ACSL5,0,0
3684,LAG3,0,0
3685,CIR1,0,0
3686,NF1,0,0
3687,LAMTOR5,0,0
3688,TFDP1,0,0
3689,GPN2,0,0
3690,C17orf97,0,0
3691,MSTN,0,0
3692,TAS2R7,0,0
3693,MECR,0,0
3694,PTRH2,0,0
3695,TRPC4AP,0,0
3696,VAV2,0,0
3697,PSMB2,0,0
3698,FBLN1,0,0
3699,AKAP9,0,0
3700,CRHR1,0,0
3701,ARNTL,0,0
3702,OTOF,0,0
3703,GBE1,0,0
3704,RBM7,0,0
3705,BBS10,0,0
3706,ADAM10,0,0
3707,RRP9,0,0
3708,EGF,0,0
3709,IFITM3,0,0
3710,GAR1,0,0
3711,RAB4A,0,0
3712,DCTD,0,0
3713,ATP1A3,0,0
3714,TREH,0,0
3715,RAMP3,0,0
3716,RBMX,0,0
3717,ALAD,0,0
3718,ZNF330,0,0
3719,CLP1,0,0
3720,MEF2B,0,0
3721,GRK7,0,0
3722,EPHA3,0,0
3723,TCEAL2,0,0
3724,AP3S1,0,0
3725,ARHGEF28,0,0
3726,PSG7,0,0
3727,CACNA1F,0,0
3728,TAF8,0,0
3729,TULP2,0,0
3730,KCTD19,0,0
3731,CDH1,0,0
3732,PAQR7,0,0
3733,MTERF1,0,0
3734,MNAT1,0,0
3735,MPHOSPH6,0,0
3736,EIF4E,0,0
3737,UQCRQ,0,0
3738,GRHPR,0,0
3739,AMACR,0,0
3740,PDCD1,0,0
3741,PRC1,0,0
3742,SLC6A2,0,0
3743,BIVM-ERCC5,0,0
3744,GSTO1,0,0
3745,SRCAP,0,0
3746,IPO4,0,0
3747,LAIR1,0,0
3748,LAMP1,0,0
3749,CERS5,0,0
3750,PNISR,0,0
3751,PEX6,0,0
3752,CUL4B,0,0
3753,TBC1D24,0,0
3754,MAP3K12,0,0
3755,TULP1,0,0
3756,RTF1,0,0
3757,DDX46,0,0
3758,EPPIN,0,0
3759,CALCRL,0,0
3760,RPA2,0,0
3761,CARM1,0,0
3762,PIP4K2C,0,0
3763,HOXC5,0,0
3764,BTLA,0,0
3765,INO80C,0,0
3766,RNF43,0,0
3767,EIF5A2,0,0
3768,SGO2,0,0
3769,UBXN1,0,0
3770,AHR,0,0
3771,MTG2,0,0
3772,PRR3,0,0
3773,FZD5,0,0
3774,WDR92,0,0
3775,PPP1R3A,0,0
3776,PKD2,0,0
3777,CDC14A,0,0
3778,TJP1,0,0
3779,FABP4,0,0
3780,NIPA2,0,0
3781,SLC35A1,0,0
3782,DLL4,0,0
3783,CLSPN,0,0
3784,RTN4,0,0
3785,ITGA6,0,0
3786,PEX13,0,0
3787,GHRHR,0,0
3788,GSTA3,0,0
3789,ATP5PO,0,0
3790,GATA4,0,0
3791,IGSF1,0,0
3792,WIPF3,0,0
3793,SLC7A6OS,0,0
3794,LLGL1,0,0
3795,SH3PXD2A,0,0
3796,SIKE1,0,0
3797,UGT8,0,0
3798,SHLD3,0,0
3799,PRKAA2,0,0
3800,GNPTAB,0,0
3801,YWHAQ,0,0
3802,CST1,0,0
3803,ADAM9,0,0
3804,OST4,0,0
3805,ACTG1,0,0
3806,CCDC124,0,0
3807,CNOT1,0,0
3808,TIMM23,0,0
3809,MED13L,0,0
3810,STATH,0,0
3811,CSF2RA,0,0
3812,TANK,0,0
3813,AIMP2,0,0
3814,ANKRD40,0,0
3815,MRPL12,0,0
3816,KLF6,0,0
3817,GLTP,0,0
3818,LSM12,0,0
3819,HLA-DPB1,0,0
3820,BLMH,1,0
3821,PPAN,0,0
3822,RUSC2,0,0
3823,POLD2,0,0
3824,EIF3M,0,0
3825,ERG28,0,0
3826,ST8SIA1,0,0
3827,EFNB3,0,0
3828,IMPAD1,0,0
3829,PLOD1,0,0
3830,STXBP3,0,0
3831,ATP6V0A4,0,0
3832,TAS2R9,0,0
3833,CEBPE,0,0
3834,STAT4,0,0
3835,TCEA2,0,0
3836,NRBF2,0,0
3837,DHRS9,0,0
3838,PDE1A,0,0
3839,SPATA5L1,0,0
3840,HSD3B7,0,0
3841,CENPQ,0,0
3842,DNM1,0,0
3843,DCTPP1,0,0
3844,CCNB2,0,0
3845,RAB13,0,0
3846,NXF3,0,0
3847,PAX5,0,0
3848,PIR,0,0
3849,DIAPH2,0,0
3850,LMAN1,0,0
3851,INA,0,0
3852,PTPN5,0,0
3853,PRKAR2A,0,0
3854,EPHA1,0,0
3855,MUC1,0,0
3856,UBXN8,0,0
3857,ATP6V1H,0,0
3858,GAL3ST1,0,0
3859,DIS3L2,0,0
3860,NOL11,0,0
3861,MTMR6,0,0
3862,CASTOR1,0,0
3863,SNPH,0,0
3864,PRPF39,0,0
3865,DEPDC7,0,0
3866,KNL1,0,0
3867,APOO,0,0
3868,ANKRD54,0,0
3869,PPP2R2B,0,0
3870,SMAD2,1,1
3871,PON1,1,0
3872,SEC24A,0,0
3873,HP,1,0
3874,SVBP,0,0
3875,ANAPC4,0,0
3876,RPS28,0,0
3877,NOG,0,0
3878,SPRED1,0,0
3879,ITGAL,0,0
3880,RUVBL1,0,0
3881,UBQLN4,0,0
3882,FAM183A,0,0
3883,DERA,0,0
3884,ANOS1,0,0
3885,AQP9,0,0
3886,GTF3A,0,0
3887,DUSP9,0,0
3888,PDCL,0,0
3889,OSM,0,0
3890,APOOL,0,0
3891,SGSH,0,0
3892,RPS19,1,0
3893,BLNK,0,0
3894,STXBP5,0,0
3895,DNM1L,0,0
3896,DCUN1D2,0,0
3897,WDR3,0,0
3898,PFDN2,0,0
3899,CDCA5,0,0
3900,PHOX2B,0,0
3901,ATP6V1D,0,0
3902,EMC7,0,0
3903,GABRG3,0,0
3904,ARG2,0,0
3905,C1orf158,0,0
3906,NFRKB,0,0
3907,AURKA,0,0
3908,GATA3,0,0
3909,CACNA2D4,0,0
3910,HLA-B,0,0
3911,UCHL5,0,0
3912,SCG2,0,0
3913,EMILIN1,0,0
3914,ACVR1,0,0
3915,RAB22A,0,0
3916,VPS35,0,0
3917,STAT6,0,0
3918,FTSJ1,0,0
3919,PROC,0,0
3920,METTL4,0,0
3921,NDN,0,0
3922,ESCO2,0,0
3923,KPNA3,0,0
3924,PBDC1,0,0
3925,ATP5ME,0,0
3926,TWF1,0,0
3927,CDKN2A,0,0
3928,UBXN7,0,0
3929,ENTPD6,0,0
3930,KBTBD8,0,0
3931,RPUSD4,0,0
3932,ROMO1,0,0
3933,NTF4,0,0
3934,AGTR1,0,0
3935,CREB3L2,0,0
3936,HDGF,0,0
3937,CFAP20,0,0
3938,SSB,0,0
3939,ALDH3A1,0,0
3940,MARS1,0,0
3941,KLHL42,0,0
3942,SGCB,0,0
3943,CTTN,0,0
3944,CD74,0,0
3945,MED25,0,0
3946,KCNAB1,0,0
3947,PPP1R2,0,0
3948,CD320,0,0
3949,UGCG,0,0
3950,PFN4,0,0
3951,PRCP,0,0
3952,MAP2K5,0,0
3953,RGL1,0,0
3954,PSMA1,0,0
3955,DNAI1,0,0
3956,USP30,0,0
3957,PPP1R9B,0,0
3958,COL17A1,0,0
3959,PSMA6,0,0
3960,H3-3B,0,0
3961,NUDT12,0,0
3962,SRD5A2,0,0
3963,AMT,0,0
3964,SLC25A12,0,0
3965,NCBP3,0,0
